,antecedents,consequents,confidence
27,"frozenset({'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.8463855421686747
28,"frozenset({'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap'})",frozenset({'Water Bottle - 30 oz.'}),0.741424802110818
29,"frozenset({'Water Bottle - 30 oz.', 'Short-Sleeve Classic Jersey, XL'})",frozenset({'AWC Logo Cap'}),0.7581521739130435
30,"frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap'})",frozenset({'Water Bottle - 30 oz.'}),0.7602179836512262
31,"frozenset({'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike'})","frozenset({'Classic Vest, S'})",0.9657534246575343
32,"frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})",frozenset({'Hitch Rack - 4-Bike'}),0.9527027027027027
33,"frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.9009584664536742
34,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})","frozenset({'Classic Vest, S'})",0.9936102236421726
35,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})",frozenset({'Hitch Rack - 4-Bike'}),0.9201183431952662
36,"frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9936102236421726
37,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Classic Vest, S'})",0.9932659932659932
38,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.8727810650887573
39,"frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9966216216216216
40,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})",frozenset({'Hitch Rack - 4-Bike'}),0.9461279461279462
41,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.8977635782747604
42,"frozenset({'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9623287671232877
43,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike', 'AWC Logo Cap'})","frozenset({'Classic Vest, S'})",1.0
44,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike', 'Classic Vest, S'})",frozenset({'AWC Logo Cap'}),0.9099678456591639
45,"frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap', 'Classic Vest, S'})",frozenset({'Hitch Rack - 4-Bike'}),0.9528619528619527
46,"frozenset({'Hitch Rack - 4-Bike', 'AWC Logo Cap', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9964788732394365
47,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})","frozenset({'AWC Logo Cap', 'Classic Vest, S'})",0.9041533546325878
48,"frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap'})","frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})",0.7711171662125341
49,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})","frozenset({'Hitch Rack - 4-Bike', 'AWC Logo Cap'})",0.8372781065088757
50,"frozenset({'Hitch Rack - 4-Bike', 'AWC Logo Cap'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})",0.9278688524590164
51,"frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap'})",0.9041533546325878
52,"frozenset({'AWC Logo Cap', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})",0.9496644295302012
53,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap'})","frozenset({'Classic Vest, S'})",0.9965635738831615
54,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})",frozenset({'AWC Logo Cap'}),0.9830508474576272
55,"frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.9764309764309764
56,"frozenset({'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9965635738831615
57,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})","frozenset({'AWC Logo Cap', 'Classic Vest, S'})",0.9764309764309764
58,"frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})",0.790190735694823
59,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap'})",0.8579881656804733
60,"frozenset({'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})",0.7651715039577837
61,"frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'AWC Logo Cap'})",0.9797297297297298
62,"frozenset({'AWC Logo Cap', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})",0.9731543624161074
63,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike'})","frozenset({'Classic Vest, S'})",1.0
64,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})",frozenset({'Hitch Rack - 4-Bike'}),0.952542372881356
65,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.9035369774919614
66,"frozenset({'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL'})",0.9964539007092199
67,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})",0.9461279461279462
68,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})","frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})",0.8977635782747604
69,"frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})","frozenset({'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike'})",0.831360946745562
70,"frozenset({'Long-Sleeve Logo Jersey, L', 'Hitch Rack - 4-Bike'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Classic Vest, S'})",0.9623287671232877
71,"frozenset({'Long-Sleeve Logo Jersey, L', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Hitch Rack - 4-Bike'})",0.9493243243243243
72,"frozenset({'Hitch Rack - 4-Bike', 'Classic Vest, S'})","frozenset({'Short-Sleeve Classic Jersey, XL', 'Long-Sleeve Logo Jersey, L'})",0.8977635782747604
